Họ Tên,MSSV,Khoa,Ngành,Lớp,Môn học,thoi_gian_tu_hoc,chuyen_can,diem_qua_trinh,hoan_thanh_bai_tap,loai_mon_hoc,tai_lieu_on_tap,hinh_thuc_thi,tre_hoc_phi,ho_tro,tre_hoc,hoc_nhom,lam_them,co_kinh_nghiem
Bùi Đức Vinh,226A011032,Kỹ thuật điện,Điện dân dụng,226A005,Pháp luật đại cương - Nhóm 3,74,100,9.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Không,Không
Nguyễn Quang Sơn,226A011033,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,80,100,8.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Võ Thành Hưng,226A011034,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,64,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Không,Có
Trần Thái Tùng,226A011035,Cơ khí,Tự động hoá,226A005,Toán cao cấp - Nhóm 2,81,100,9.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Nguyễn Gia Tùng,226A011036,Kỹ thuật điện,Điện công nghiệp,226A005,Pháp luật đại cương - Nhóm 3,7,0,7.3,25,Đại cương,Không,Tự luận,Không,Không,55,Có,Không,Có
Đỗ Thành Quân,226A011037,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 3,22,11,7.0,35,Đại cương,Có,Trắc nghiệm,Không,Không,44,Có,Không,Có
Trần Anh Phúc,226A011038,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,54,11,1.0,25,Chuyên ngành,Có,Trắc nghiệm,Có,Có,0,Có,Không,Có
Lê Thành An,226A011039,Kỹ thuật điện,Điện công nghiệp,226A005,Pháp luật đại cương - Nhóm 3,29,33,1.3,45,Đại cương,Có,Trắc nghiệm,Không,Không,100,Có,Không,Có
Trần Thái Khang,226A011040,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,62,100,8.8,100,Chuyên ngành,Không,Tự luận,Không,Không,8,Có,Không,Có
Bùi Anh Vinh,226A011041,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,10,0,1.3,50,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Không
Phạm Thành Phúc,226A011042,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 2,46,100,9.3,45,Đại cương,Không,Tự luận,Có,Có,33,Không,Không,Có
Huỳnh Ngọc Hưng,226A011043,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 2,7,33,6.0,50,Đại cương,Không,Tự luận,Không,Không,33,Không,Có,Không
Trần Văn Nam,226A011044,Kỹ thuật điện,Điện công nghiệp,226A005,Kỹ năng giao tiếp - Nhóm 3,11,33,4.3,65,Đại cương,Không,Trắc nghiệm,Không,Không,100,Không,Không,Không
Lê Văn Long,226A011045,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,5,8,7.0,60,Chuyên ngành,Có,Trắc nghiệm,Có,Không,91,Không,Có,Có
Võ Đức Cường,226A011046,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,78,100,9.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Phạm Thái Cường,226A011047,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 3,5,11,6.0,40,Đại cương,Không,Trắc nghiệm,Không,Không,33,Có,Có,Không
Đỗ Quang Hưng,226A011048,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,93,22,6.8,100,Chuyên ngành,Có,Tự luận,Không,Không,44,Không,Có,Không
Hoàng Quang Hải,226A011049,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 3,86,100,8.5,100,Đại cương,Không,Tự luận,Không,Không,25,Có,Có,Không
Bùi Đức Hưng,226A011050,Cơ khí,Chế tạo máy,226A005,Kỹ năng giao tiếp - Nhóm 3,81,100,9.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Có,Có
Trần Anh Tùng,226A011051,Ngoại ngữ,Ngôn ngữ Trung,226A004,Toán cao cấp - Nhóm 2,3,55,9.0,35,Đại cương,Có,Tự luận,Có,Có,100,Có,Không,Có
Đỗ Đức Bình,226A011052,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,46,100,0.0,65,Chuyên ngành,Không,Tự luận,Có,Không,11,Có,Có,Có
Đỗ Đức Dũng,226A011053,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,72,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Có,Không,Không
Nguyễn Gia Sơn,226A011054,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,2,33,8.8,40,Chuyên ngành,Có,Trắc nghiệm,Không,Không,44,Không,Có,Có
Hoàng Đức Sơn,226A011055,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,72,100,9.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Có,Không,Có
Phạm Quang Phúc,226A011056,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 2,7,0,4.5,65,Đại cương,Không,Tự luận,Không,Không,83,Có,Có,Có
Võ Hữu Khang,226A011057,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 3,77,100,9.8,100,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Không,Có
Đỗ Hữu Hưng,226A011058,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,20,75,2.0,20,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Có
Lê Anh Nam,226A011059,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,90,100,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Không,Không,Không
Đỗ Hữu Sơn,226A011060,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 3,31,33,1.3,85,Đại cương,Không,Tự luận,Có,Không,55,Không,Có,Không
Đỗ Anh Sơn,226A011061,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 3,20,33,6.3,45,Đại cương,Không,Trắc nghiệm,Không,Không,100,Có,Không,Có
Lê Hữu Khang,226A011062,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,85,8,4.3,100,Chuyên ngành,Không,Tự luận,Không,Không,41,Không,Có,Không
Hoàng Hữu Phúc,226A011063,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,75,100,9.8,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Không,Có,Có
Nguyễn Ngọc Khang,226A011064,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,81,100,8.0,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Không,Có
Lê Anh Hải,226A011065,Kỹ thuật điện,Điện dân dụng,226A005,Triết học Mác - Lênin - Nhóm 3,63,66,5.8,100,Đại cương,Không,Trắc nghiệm,Không,Không,11,Có,Không,Có
Đặng Anh Bình,226A011066,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 3,90,100,9.3,100,Đại cương,Có,Tự luận,Không,Không,11,Có,Có,Có
Trần Thành An,226A011067,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 3,35,100,6.0,45,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Lê Ngọc An,226A011068,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 2,47,44,7.8,45,Đại cương,Có,Tự luận,Không,Không,100,Có,Có,Không
Huỳnh Gia Nam,226A011069,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,54,83,3.8,60,Chuyên ngành,Không,Tự luận,Có,Không,66,Có,Không,Có
Lê Thái Vinh,226A011070,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 3,35,77,2.5,50,Đại cương,Có,Trắc nghiệm,Không,Không,11,Không,Không,Không
Đặng Hữu Tùng,226A011071,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,82,100,8.8,100,Chuyên ngành,Có,Tự luận,Có,Có,16,Có,Có,Không
Bùi Hữu Bình,226A011072,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,4,22,1.0,20,Chuyên ngành,Có,Trắc nghiệm,Không,Không,55,Có,Không,Có
Lê Thái Khang,226A011073,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,66,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Không
Lê Ngọc Hải,226A011074,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,2,88,7.3,25,Chuyên ngành,Không,Tự luận,Không,Không,11,Có,Có,Có
Huỳnh Minh Phúc,226A011075,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,68,50,5.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Không,Không
Bùi Anh An,226A011076,Cơ khí,Tự động hoá,226A005,Toán cao cấp - Nhóm 2,5,66,6.5,50,Đại cương,Có,Tự luận,Có,Có,0,Không,Có,Có
Đặng Văn Sơn,226A011077,Ngoại ngữ,Ngôn ngữ Anh,226A003,Triết học Mác - Lênin - Nhóm 3,49,100,7.8,70,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Không,Không
Nguyễn Thành Cường,226A011078,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 3,6,11,6.5,45,Đại cương,Không,Trắc nghiệm,Không,Không,88,Có,Có,Có
Đặng Thành Sơn,226A011079,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,79,100,8.0,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Có,Không
Hoàng Văn Hưng,226A011080,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,73,100,9.3,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,11,Không,Không,Có
Nguyễn Gia Bình,226A011081,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,85,100,9.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Không,Có
Huỳnh Gia An,226A011082,Công nghệ thông tin,Công nghệ phần mềm,226A001,Toán cao cấp - Nhóm 2,30,75,2.8,40,Đại cương,Có,Tự luận,Có,Không,16,Có,Có,Không
Võ Đức Bình,226A011083,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 3,3,0,6.3,40,Đại cương,Có,Tự luận,Không,Không,33,Không,Không,Có
Đặng Thái Bình,226A011084,Công nghệ thông tin,Công nghệ phần mềm,226A001,Toán cao cấp - Nhóm 3,41,8,4.5,90,Đại cương,Có,Tự luận,Có,Không,83,Có,Không,Có
Huỳnh Đức Hưng,226A011085,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,69,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Có,Không
Phạm Gia Nam,226A011086,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,82,75,6.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,66,Có,Có,Không
Nguyễn Thái Dũng,226A011087,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 3,4,83,8.5,20,Đại cương,Không,Trắc nghiệm,Có,Không,83,Có,Có,Có
Đỗ Quang Dũng,226A011088,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,75,100,6.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Nguyễn Anh Cường,226A011089,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,76,100,8.8,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Không,Không,Không
Lê Hữu An,226A011090,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 3,29,0,3.3,25,Đại cương,Không,Tự luận,Không,Không,77,Không,Có,Không
Huỳnh Ngọc Dũng,226A011091,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,61,100,10.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Có,Không,Không
Huỳnh Quang Cường,226A011092,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 3,82,100,8.8,100,Đại cương,Có,Tự luận,Không,Không,11,Có,Không,Không
Trần Hữu Hải,226A011093,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,85,100,9.8,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Không,Có,Không
Lê Anh Dũng,226A011094,Kỹ thuật điện,Điện công nghiệp,226A005,Pháp luật đại cương - Nhóm 3,22,11,7.3,70,Đại cương,Có,Tự luận,Không,Không,88,Không,Có,Không
Đặng Đức Khang,226A011095,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,88,100,9.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Có
Hoàng Anh Quân,226A011096,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,11,0,2.5,35,Chuyên ngành,Không,Tự luận,Không,Không,66,Có,Không,Không
Phạm Thành Nam,226A011097,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 3,80,100,0.0,100,Đại cương,Không,Tự luận,Có,Không,16,Có,Không,Không
Lê Ngọc Quân,226A011098,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 3,26,11,2.3,60,Đại cương,Không,Tự luận,Không,Không,55,Không,Không,Có
Huỳnh Hữu Sơn,226A011099,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 3,70,100,8.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Không,Có,Có
Trần Thái Long,226A011100,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 3,79,100,10.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Không,Có,Có
Phạm Ngọc Hưng,226A011101,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,84,100,10.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Có,Không,Có
Đỗ Thành Long,226A011102,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,78,100,9.0,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Có,Không
Huỳnh Quang Long,226A011103,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,87,100,8.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Không
Huỳnh Gia Phúc,226A011104,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 3,90,100,8.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,25,Có,Có,Có
Đỗ Minh Sơn,226A011105,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,71,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Không,Không,Có
Võ Quang Khang,226A011106,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 3,78,33,1.5,100,Đại cương,Không,Trắc nghiệm,Không,Không,66,Có,Có,Không
Lê Ngọc Phúc,226A011107,Cơ khí,Chế tạo máy,226A005,Kỹ năng giao tiếp - Nhóm 3,32,66,4.0,25,Đại cương,Không,Trắc nghiệm,Không,Không,16,Có,Có,Không
Võ Hữu Phúc,226A011108,Cơ khí,Chế tạo máy,226A005,Triết học Mác - Lênin - Nhóm 3,85,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Có,Có
Võ Quang Hải,226A011109,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,66,0,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,25,Có,Không,Không
Đặng Hữu Cường,226A011110,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,22,50,5.5,55,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Có
Trần Văn Nam,226A011111,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,61,50,4.5,100,Chuyên ngành,Có,Tự luận,Có,Có,8,Có,Có,Có
Trần Thành Hưng,226A011112,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,65,77,9.0,100,Chuyên ngành,Có,Tự luận,Có,Có,0,Có,Có,Có
Võ Hữu Long,226A011113,Công nghệ thông tin,An toàn thông tin,226A002,Pháp luật đại cương - Nhóm 3,67,100,9.8,100,Đại cương,Có,Trắc nghiệm,Không,Không,11,Có,Có,Có
Trần Văn Tùng,226A011114,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 3,67,100,5.8,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Không
Lê Anh Quân,226A011115,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,43,100,7.0,20,Chuyên ngành,Có,Tự luận,Không,Không,25,Không,Có,Có
Lê Thành Nam,226A011116,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 3,61,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Có
Võ Thái Vinh,226A011117,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 3,66,100,9.3,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Không,Có
Bùi Đức Quân,226A011118,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 3,62,100,8.8,100,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Không,Có
Trần Hữu Cường,226A011119,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 3,22,33,7.8,50,Đại cương,Không,Trắc nghiệm,Không,Không,33,Không,Có,Có
Đặng Quang Quân,226A011120,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,40,77,7.5,30,Chuyên ngành,Có,Trắc nghiệm,Không,Không,44,Không,Có,Có
Lê Thành Tùng,226A011121,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,59,100,5.5,50,Chuyên ngành,Không,Trắc nghiệm,Không,Không,11,Có,Không,Không
Trần Minh Tùng,226A011122,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 3,72,100,9.8,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Bùi Gia An,226A011123,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 3,53,66,4.0,50,Đại cương,Không,Tự luận,Có,Không,0,Có,Có,Có
Hoàng Văn Sơn,226A011124,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 3,30,83,10.0,20,Đại cương,Không,Tự luận,Có,Có,100,Có,Có,Không
Đỗ Văn Sơn,226A011125,Kỹ thuật điện,Điện công nghiệp,226A005,Vật lý đại cương - Nhóm 3,49,100,6.3,95,Đại cương,Không,Tự luận,Có,Có,25,Có,Có,Không
Huỳnh Quang An,226A011126,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,60,100,5.5,30,Chuyên ngành,Có,Trắc nghiệm,Không,Không,11,Có,Không,Không
Hoàng Ngọc Quân,226A011127,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,68,100,10.0,100,Chuyên ngành,Không,Tự luận,Không,Không,22,Có,Có,Không
Đặng Quang Cường,226A011128,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,65,0,4.8,100,Chuyên ngành,Có,Trắc nghiệm,Có,Có,8,Không,Có,Có
Lê Đức Nam,226A011129,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,93,33,8.0,100,Chuyên ngành,Không,Tự luận,Có,Không,91,Có,Không,Không
Huỳnh Quang Hải,226A011130,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 3,22,0,6.8,70,Đại cương,Không,Tự luận,Không,Không,88,Có,Có,Không
Hoàng Hữu Nam,226A011131,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,90,100,8.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Bùi Thái Sơn,226A011132,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,49,100,9.0,50,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Lê Văn Hải,226A011133,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,72,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Có,Không
Hoàng Văn Sơn,226A011134,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,11,11,5.0,40,Chuyên ngành,Có,Trắc nghiệm,Không,Không,55,Không,Không,Không
Hoàng Minh Tùng,226A011135,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,73,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Không,Có,Không
Trần Gia Cường,226A011136,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,36,58,5.0,20,Chuyên ngành,Không,Tự luận,Có,Không,8,Có,Không,Không
Phạm Đức Sơn,226A011137,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 3,59,100,9.5,25,Đại cương,Có,Tự luận,Không,Không,25,Có,Không,Không
Đặng Minh Nam,226A011138,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,86,100,9.5,100,Chuyên ngành,Không,Trắc nghiệm,Có,Không,0,Có,Không,Không
Huỳnh Anh Long,226A011139,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 3,0,16,6.3,70,Đại cương,Không,Trắc nghiệm,Không,Không,50,Có,Không,Không
Đỗ Quang Dũng,226A011140,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,86,66,1.0,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Có,Có,Có
Bùi Minh Phúc,226A011141,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,32,100,9.8,40,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Võ Thái Nam,226A011142,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,38,77,2.3,25,Chuyên ngành,Không,Trắc nghiệm,Có,Không,55,Có,Không,Không
Đỗ Gia Tùng,226A011143,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,45,100,5.5,55,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Có
Phạm Ngọc Quân,226A011144,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,63,100,5.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Có
